Title,Event / Type,Tags,URL,Description,Upload Date,Type
Friday Lunchtime Lecture: Adapting to the needs of modern data and intelligence work,ODI Fridays,"open data,data science,code,coding,JavaScript,london,open data institute,developer",https://www.youtube.com/watch?v=dwkXzBJG3ak,"Tech Nation have been on a data journey. Over the past 12 months, the organisation’s insight team has grown four-fold, and so have the underlying data practices. This session will share how the Tech Nation are approaching modern data teamwork, covering everything from the work pipeline to open data practices. Don’t worry, this won’t be a boring talk on cultural change… Instead, the presenters will tell an honest and frank story on what they’ve learnt, and what is still a challenge.

About the speakers
Henri Egle Sorotos is a person who ‘does data and talks about it’. As Senior Insights Manager at Tech Nation, he is regularly found interrogating and writing about digital talent and skills, investment markets, tech clusters and the tech sectors of Britain. Prior to Tech Nation, he worked in a number of third sector research organisations as an all round data bod and researcher. Henri loves demystifying data science, digital talent & skills, transport systems and choral singing.

Lucy Cousins is a recent school leaver, having finished her A-levels 2 years ago. After leaving school she discovered the Code First Girls courses and developed a passion for programming. 8 months ago Lucy was on boarded as Tech Nation’s first and only data designer – a role involving front end JavaScript and data manipulation. She has since been the lead developer on the interactive data visualisations for the Tech Nation Report and other insights projects at Tech Nation.",14/9/2018,Video
Friday Lunchtime Lecture: How data science is transforming government,ODI Fridays,"data science,government,statistics,analysis,open data,lecture,london,friday,lunchtime,lunch",https://www.youtube.com/watch?v=LumxMMOh8OY,"The Data Science Campus at the UK’s Office for National Statistics (ONS) works at the frontier of data science and AI – building skills and applying tools, methods and practices – to create new understanding and improve decision-making for the public good.

Its goals are to investigate the use of new data sources, including administrative data and big data, and to help build data science capability in the UK. The talk will show how data science is being used across government to support policy-making, operations, public services and statistics.

Along with examples of data science saving over £500 million, the talk will explore how to support data science teams and build their capacity.

This talk follows last week’s, from Dr Bill Roberts of Swirrl about their work across the Government Statistical Service to help people find, understand and use government statistical data.

About the speaker
Tom Smith is Managing Director at the Data Science Campus, joining the Office for National Statistics (ONS) in 2017. Tom has more than 20 years’ experience using data and analysis to improve public services. Working at the intersection of government, academia and industry, he has led data and research projects with hundreds of local and national public and community sector organisations, including the government’s English Indices of Deprivation.

His primary research interests are in using data science to improve public services, machine learning, and assessing non-traditional data sources to improve our understanding of society and the economy. Follow @_datasmith on Twitter.",6/7/2018,Video
"Friday Lunchtime Lecture: Find, analyse and use government statistical data",ODI Fridays,"data,government,UK,UK government data,statistics,statistical analysis,data analysis,open data,Office for National Statistics",https://www.youtube.com/watch?v=n_zIwSh_0Fk,"Do you work with data in government, provide it to government or use government data? In this lunchtime lecture, hear from ONS and Swirrl about their work on a project that reaches across the Government Statistical Service and aims to support you in finding, understanding and using government statistical data.

The project flips the traditional way of organising government data on its head and considers data in terms of families: groups of related data collections, rather than in terms of which organisation it comes from. Its aim is to break down the barriers to finding, understanding and applying data from related datasets and to make collaborative work possible through comparable and interoperable data.

About the speaker
Dr Bill Roberts is CEO of Swirrl, the Data Publishers, and is an enthusiast for using the Web to share public sector data more effectively. As well as working with Swirrl on various government open data projects, he is an active member of the W3C/OGC Spatial Data on the Web Interest Group, where he is currently leading work on ‘Statistics on the Web Best Practices’.",29/6/2018,Video
Friday Lunchtime Lecture 22 June 2018: AI monopolies and the growing trend of data restriction,ODI Fridays,"AI,artificial intelligence,data protection,open data,lecture,data security,personal data,algorithm,facebook,data breach",https://www.youtube.com/watch?v=7IzxnQLkLnc,"NB: this is an edited version of the lunchtime lecture give on Friday 22nd June

How do we prevent data being siloed, unintended encoded bias and the dangers of creating a state where the AI market is only shared by a small number of organisations?

ODI’s Head of Tech, Olivier Thereaux, and Project Research Analyst, Lucia Chauvet have been researching a wide range of business models for developing AI systems, to better understand them and to find out the reasons for the current trend in restricting access to data.

At the ODI we believe the ideal path forward will involve increasing the amount of sharing and opening of data for and by businesses operating AI systems, as well as the adoption of a wider variety of business models within the AI community. This will need to be done in a way that secures and safeguards the trust of people while promoting innovation across the sector.

About the speakers

A graduate of the École Centrale Paris, Olivier has been plying his trade for nearly 20 years on 3 and a half continents. Leaving Paris for Keio University, he managed the open source tools and services at the W3C, founded an international non-profit democratising the art and design world online, and led the creation of countless websites and a few social network. Before joining the ODI as Head of Tech, he spent the past half decade leading some of the internet-focused innovation at the BBC through prototypes, platforms, and new standards.

Lucia works across different projects in the delivery and policy team, such as leading qualitative and quantitative research on open data business models, supporting open data initiatives and contributing to policy work.",26/6/2018,Video
Personal data in transport,,"personal data,transport",https://www.youtube.com/watch?v=PeV2rOtW1u0,"Transport is a universal need: almost everyone travels regularly, be it walking, taking a bus, using a car or going by train.

These journeys often generate data that can reveal things about us – where we work, where our loved ones live, what we like to do. This journey data is personal data.

The role of journey data in transport is changing. It is being collected in real time and used on new scales, creating insights into individual and aggregated mobility. Businesses and public services can use this data to make operational and policy decisions to improve transport services, user experience or infrastructure. Innovative new mobility services are also emerging.

This animation was produced by the Open Data Institute and accompanies a report: 'Personal data in transport: exploring a framework for the future.",18/6/2018,Video
Friday Lunchtime Lecture: Getting the nation active with open data,ODI Fridays,"open data,open active,sport,sport england,fitness,activity,exercise",https://www.youtube.com/watch?v=M4uVtgUMeeU,"Most people recognise that physical activity is good for you, but why is it so hard to find relevant information about what opportunities are available in your local area? Sport England believes open data is a part of the answer, alongside innovation and creating a common language via a data standard.
The OpenActive initiative was designed around unlocking the data that consumers are looking for – what the activity is, where it is, what date and time it is happening, and what and who you should bring with you! 18 months on from its launch, Allison Savich will talk about the open data journey for the sport and physical activity sector so far, and what exciting things are still to come.

About the speaker
Allison leads the newly created Data & Market Innovation team at Sport England, which encourages the use of shared and open data to help people get active and supports Sport England’s vision that everyone in England feels able to take part in sport or activity, regardless of age, background or ability.",18/5/2018,Video
Can smart contracts inform trust?,,"smart contracts,blockchain,emerging tech,block chain,contracts",https://www.youtube.com/watch?v=fSpBIgNfyGY,"All daily interactions between people, businesses and other organisations are underpinned by trust – each party trusts that the other will behave in a certain way.  Trust is central to the functioning of society and the economy. Technology has long played a part in informing trust in interactions, particularly in recent decades.

The latest set of emerging technologies that have been mooted as having the potential to play a role are distributed ledgers and, in particular, smart contracts.

View our full report here: https://theodi.org/article/how-can-smart-contracts-be-useful-for-businesses-report/",16/5/2018,Video
Friday Lunchtime Lecture: How local services are being transformed with open data,ODI Fridays,"data,open data,local government,public service",https://www.youtube.com/watch?v=PWYP4GmKx5k,"When data is used effectively it can affect how we pay our tax, draw pensions and get our bins collected. New service delivery models – an Open Data Institute (ODI) project – was started in 2017 to increase the understanding of data-enabled service delivery models in local government, and to improve services encourage publishing more open data to improve public services.
As part of the project, we awarded funding to four forward-thinking local government organisations to develop open data projects which explore how data could be used to improve public services – making them more efficient, innovative and citizen-focused.
Since the beginning of the project, four local councils have redesigned services for their local communities by using open data
The project is part of the ODI’s £6M three-year innovation programme, which has an overall aim to build data infrastructure, improve data literacy, stimulate data innovation and build trust in the use of data.
In this talk ODI Consultant Izy Champion will talk you through the research, give examples of the innovative services created through the innovative use of data, and talk about opportunities to get involved with our project for 2018-19 looking at Service design learning materials
About the speaker
Izy joined the ODI as a Consultant in November 2017. She is working across our Research and Development programme, including as the lead on the ODI’s work on peer-to-peer accommodation, as well as working with our commercial partners.
Her expertise covers service design, innovation and facilitation. She has a background in research and community engagement, and as a result she loves getting people excited about data. Before joining the ODI Isabelle worked in the social housing sector for 5 years, most recently as a Research and Innovation Lead at Viridian Housing. During her time there she led a range of projects including research on welfare reform, process mapping work across the business, and winning the Housing Series of the Open Data Challenge Series along with her team.
Izy has an LLB in Law and French Law from University College London, and is currently studying for an MSc in Policy Research from the University of Bristol. When not reading about feminism and social justice, she takes pretentious film photographs and makes her own clothes.",11/5/2018,Video
Friday Lunchtime Lecture: Bad data (and how to fix it),ODI Fridays,"open data,data,vizualization,data vizualization",https://www.youtube.com/watch?v=q0unaaHzQb0,"Bad data is everywhere. A CSV that doesn’t load, a spreadsheet that is badly formatted, a date column that has different formats, and so on. A lot of time is spent fixing these issues, instead of actually analysing the data. In this talk, you’ll hear about Good Tables, a tabular data validator that is able to check for issues like:
All rows have the same number of columns
There are no duplicate rows
The data types are correct (e.g. a numeric column has only numbers, a date column has only dates in a specific format, etc.)
It also allows writing custom checks using Python.
Goodtables is useful both if you are a data publisher, by helping you to increase your data quality and facilitate the data reusability, and if you are a data user, by giving you a quick way to check the data for errors. It can be executed locally or via https://goodtables.io, a continuous tabular data validation service.
You’ll also understand about how the Frictionless Data’s Data Package and Table Schema specifications can help you describe and load datasets.

About the speaker
Vitor Baptista is the engineering lead for the Open Knowledge International. Since joining in 2012, he worked on a range of projects related to open data, like building data portals using CKAN, improving fiscal transparency with OpenSpending, aggregating and releasing clinical trial data with OpenTrials, and more. His main interests are in how we can use data and data visualization to make better decisions to improve the world. He is currently based in Birmingham, UK.",4/5/2018,Video
Friday lunchtime lecture: Seeing Around Corners,ODI Fridays,"open data,data,royal marines,commando,intelligence,military,london",https://www.youtube.com/watch?v=paojVUhcMfA,"In this emotive talk, author Graham Hogg shares his frontline experience of leading teams in Afghanistan and how connecting decision making to data enabled teams to adapt and overcome challenges.

https://seeingaroundcorners.com/

About the speaker
Graham began his career as a Royal Marines Commando Officer, specialising in Intelligence. Working in Afghanistan, the Southern Arabian Gulf and Sierra Leone, this experience led him to the belief that the level of cognitive diversity and connectivity in teams fuels understanding. He believes that in the data rich and complex business world leaders face today, using this to build understanding is and will continue to be the source of competitive advantage.

As leader of Connectworxs, he is passionate about helping teams achieve foresight, by connecting their questions to data to business value, and sharing those insights across organisational silos. This will drive growth for organisations and build the right data-driven culture.",27/4/2018,Video
The role of data in Artificial Intelligence,,"open data,data,tech,artificial intelligence,AI,Algorithms",https://www.youtube.com/watch?v=oyhdkoPYRVs,"Access to data is often restricted, forcing businesses and other organisations to create #AI systems on limited data. This leads to fewer, less effective, more biased AI systems, and stifled innovation.

The ODI was co-founded in 2012 by the inventor of the web Sir Tim Berners-Lee and Artificial Intelligence expert Sir Nigel Shadbolt to advocate for the innovative use of open data to affect positive change across the globe.",4/4/2018,Video
Data is infrastructure,,"open data,data,data infrastructure,technology,infrastructure",https://www.youtube.com/watch?v=nH_phH_RvJ4,"Governments, businesses and communities strategically plan, fund and govern our physical infrastructure, and we should treat data in the same way.

The ODI was co-founded in 2012 by the inventor of the web Sir Tim Berners-Lee and Artificial Intelligence expert Sir Nigel Shadbolt to advocate for the innovative use of open data to affect positive change across the globe.",4/4/2018,Video
ODI Lunchtime Lecture: Why can't I find data?,ODI Fridays,,https://www.youtube.com/watch?v=VNTtzZdqFIs,"In this lunchtime lecture Laura Koesten and Emilia Kacprzak,  PhD students working on the WDAqua project, will describe why data on the web is still so hard to find. They will discuss how we can help people find and make sense of data, by improving the experience of data search and summarising datasets.
They will also talk us through their imagining of how data search will look like in the future based on their research at the ODI over the past 2.5 years.
About the speakers
Laura and Emilia are PhD students based at the ODI’s offices, and are supervised by the ODI (Dr Jeni Tennison) together with the University of Southampton (Dr Elena Simperl).
The WDAqua project (Answering Questions using Web Data) is a collaborative research project across different European countries, researching how to turn web data into successful services. It is part of the European Commission’s H2020 programme for research and innovation",23/3/2018,Video
ODI Fridays: Where the suits meet the sneakers,ODI Fridays,"open data,start up,lego,business,corporate,business development,collaboration,ford,UBS",https://www.youtube.com/watch?v=gK0s6P5hruU,"You can find Roland's slides here
www.slideshare.net/rolandharwood/m…eakers-90083493

In this interactive lunchtime talk, Roland Harwood will describe the challenges and opportunities of corporate and start-up collaboration. By providing a range of practical case studies from the likes of LEGO, UBS, and Ford, he will share lessons learned and practical tools for combining and aligning cultures, data and processes to create valuable new partnerships and networks.

About the speaker
Roland Harwood is Co-founder and Managing Director at 100%Open, the global open innovation agency that works with the likes of LEGO, Ford, Unilever, UBS, Oxfam and Governments around the world to co-innovate with their partners. It was a spin-out from NESTA in 2010, the UK Innovation Agency and Investment Fund, where he was Director of Open Innovation. Graduating with a PhD in Physics from Edinburgh University, he has held senior innovation roles in the public and private sector. In addition has worked with hundreds of start-ups to raise venture capital and commercialise technology. He is both a failed astronaut and a keen piano player and has produced TV and film music for SonyBMG. Last but not least, he is a proud and often exhausted dad of three kids under 10.",9/3/2018,Video
Friday lunchtime lecture: Securing data flows post-Brexit,ODI Fridays,"brexit,data,open data,intellectual property,IP,london,lecture,ODI,open data institute,data protection,privacy",https://www.youtube.com/watch?v=AlRjeUiWYG0,"With the UK leaving the EU one of the key issues facing the tech sector is how to ensure data can continue to flow between the UK and EU post-Brexit. The free flow of data is crucial to the tech sector, and many other industries.

There are a number of options available but only one that represents a suitable solution for the entire economy. The UK and EU must seek mutual adequacy decisions, and during the talk Jeremy Lilley, techUK’s Policy Manager, will explain why, what that is and how to go about it.

About the speaker
Jeremy is a Policy Manager at techUK, responsible for techUK’s work on Data Protection policy, including the incoming General Data Protection Regulation, ePrivacy and International Data Transfers. He also leads techUK’s Intellectual Property and Copyright work, including the Intellectual Property Policy Group, as well as being involved in techUK’s policy work on Brexit and online platforms, amongst other tech policy areas.",2/3/2018,Video
What it's like to work at the Open Data Institute,,open data,https://www.youtube.com/watch?v=R2r0dP-N0Jk,The ODI team discuss their experiences of working for the organisation.,28/2/2018,Video
Friday lunchtime lecture: Capitalising on open banking,ODI Fridays,"lecture,london,banking,fin tech,open data",https://www.youtube.com/watch?v=XEsduY_wKEY,"Open Banking will introduce a new level of competition, one for the attention of banking customers. In a world where customers can get their banking data analysed anywhere, why would they choose their bank? Jamie from Bud will share insights and practical product information on how to deliver more value to customers and compete in this new world.

This talk is useful for anyone responsibly for open banking strategies, innovation departments and banks, or anyone looking to take advantage of new data sets, in transactional data, and offering their customers financial services.

Bud is the financial network, connecting over 70 fintech and financial services into one platform. Banks leverage Bud’s marketplace and aggregation tools to offer new experiences to their customers.

About the speaker
Jamie Campbell's main focus is on increasing awareness of Bud and its partners. As one of the first employees at the company he has helped build a strong customer base and has helped develop new banking relationships. He is also a faculty member of the Finance Innovation Lab’s fellowship programme. Before Bud, Jamie worked in Advertising as a strategist for clients such as Coca-cola, Heineken and SSE.",23/2/2018,Video
Friday lunchtime lecture: How open data revolutionised London transport,ODI Fridays,"london,underground,transport,public transport,data,data set,infrastructure,economy,TFL,city hall,mayor,government,public policy,data policy",https://www.youtube.com/watch?v=v0-HZNf3HJw,"Research released by Deloitte in October this year showed that the release of open data by Transport for London (TfL) is generating annual economic benefits and savings of up to £130m a year

For almost ten years, TfL has been releasing a significant amount of open data, from air quality information to wifi access points, allowing developers and partners to bring new products and services to market more quickly.

TfL has worked with a wide range of professional and amateur developers, ranging from start-ups to global innovators, to deliver new products in the form that customers want. This has led to more than 600 apps now being powered specifically using TfL's open data feeds, used by 42 per cent of Londoners.

Rikesh Shah, Head of Commercial Innovation at TfL, will talk about their open data journey, how open data has created an eco-system of innovators. Rikesh will also highlight the successful factors and outcomes around start-up engagement with corporates and some of the challenges around procurement.

About the speaker
Rikesh Shah is the Head of Commercial Innovation at Transport for London, the authority responsible for delivering the London Mayor’s transport strategy. He has been at TfL for over 16 years, previously in the areas of commercial development, communications and digital.

He is responsible for creating value in the future mobility space from market innovators including start ups, academics, transport operators, regional agencies, R&D organisations and corporates. This involves on-going engagement with this community, utilising the right procurement processes, developing the right culture and providing the right level of access to data and policy makers.

Previous to this role, Rikesh led TfL’s open data programme, digital commercial activity, stakeholder engagement and communications supporting TfL’s digital transformation strategy. By building digital and data partnerships with start- ups, as well as leading technology platforms including Twitter, Amazon and Google, Rikesh has been at the forefront of TfL’s Open Data provision to over 13,000 developers producing over 600 customer facing travel apps used by 42% of Londoners. This has placed customer digital at the core of TfL’s business.",9/2/2018,Video
Friday Lunchtime Lecture: Data as a creative material,ODI Fridays,"data,art,creativity,design,data visualisation,data visualization",https://www.youtube.com/watch?v=9mKRJUQb9co,"Using data as the seed in their creative process, Kultur Design produce art, design and visualisation that has the uniqueness and serendipity of the data embedded within it.

In this talk, Mike Brondbjerg from Kultur Design will look at how data, in one form or another, connects many of Kultur Design’s projects, and how they've visualised data in very different, creative ways.

This talk might interest data viz developers looking for some inspiration, or motion / graphic designers wanting to learn about using data and generative processes in creative projects.

About the speaker
Mike Brondbjerg is a partner at Kultur Design, a creative studio specialising in using data, both creatively and analytically, in information and generative design projects, data visualisation and data art.

Kultur Design produce print, motion and web projects for clients like Kano Computers, Datameer, Heineken, Reasons To, Abbott Laboratories & King’s College.

Mike has spoken about his creative data projects previously at various conferences & meetups, including: ReasonsTo Conference, Visualising Data London, Data + Visual, University of Greenwich, University of Lincoln and The Financial Times.",2/2/2018,Video
Friday lunchtime lecture: Hidden in plain sight (by the ODI artist in residence),ODI Fridays,"Open Data,art,artist,data,manchester,london,lecture",https://www.youtube.com/watch?v=n8KgiJM_348,"This talk will outline the recent work of BAFTA-winning artist Dan Hett around encryption issues and technologies, including a detailed examination of his recent ODI commission: two large, vibrant paintings that each contain a securely encrypted (but boldly painted) transmission, created for the ODI's upcoming LMAO exhibition and marking the beginning of a new arc of work.

The key to unlocking the encrypted messages is stored on an RFID chip, which was implanted directly into the artist's hand earlier this year, making the content stored within these works accessible only to him. The talk will look at the on-site production of the works at the ODI, and will discuss the issues and ethics around current government policy around encryption technology, which gained particular significance for the artist when he became directly involved in the Manchester terror attack in May 2017. Although the themes and issues discussed are rooted in technology, this talk will be completely suitable for everyone.

Please note: Dan will discuss potentially distressing themes around the Manchester attack, and the talk will also contain a few images of an implant being put into skin.

About the speaker
Dan Hett is a BAFTA-winning artist and creative technologist from Manchester, currently working as a selected artist on FutureEverything's cutting-edge FAULT LINES program.",26/1/2018,Video
Friday lunchtime lecture: The local authority that went 'guerrilla',ODI Fridays,"open data,Birmingham,local authority,transport,policy,Opticities,dataset,infrastructure",https://www.youtube.com/watch?v=4O-1NxlTmo8,"Most UK local authorities have embraced the concept of open data, slowly but surely opening up new data sets. Andy Radford, Transport Planner at Birmingham City Council, had a very different experience. Let him take you back to 2014...

""My colleague had masterminded a successful bid for a European Project, Opticities, and then abruptly left the organisation. My task was to open up real-time transport datasets in a matter of months, with very little budget and no background in open data.

""What followed did not follow a traditional route – the only goal was to get the data from our internal systems onto the internet as quickly as possible. Once that was done, I entered a world completely unfamiliar to the average local authority transport planner – working in partnership with SME’s, Universities, the ODI etc.

""The session will be particularly appropriate for local authority staff, but anyone working with open data or in the transport field should learn something useful. Not everything was a bed of roses - I learned some lessons the hard way, so that you won’t have to.

""This talk will tell a heart-warming tale of what can be achieved in the local authority environment with people who are willing to learn and have a can-do attitude.""

About the speaker
Andy Radford has worked as a transport planner at Birmingham City Council for 17 years. In his current role as Principal Infrastructure Delivery Officer, he has responsibility for a number of grant funded transport research and innovation projects, focussed in the field of intelligent mobility.",19/1/2018,Video
Friday lunchtime lecture: Switching on Christmas lights in an automated home,ODI Fridays,"open data,automation,siri,alexa,voice recognition",https://www.youtube.com/watch?v=8iuAHNKd-28,"Over the past two years we have seen swaths of manufacture attempt to bribe us with technology to “make our lives better”. As a result we now have big technology manufacturers competing to be our virtual assistants with smart speakers.

In this lecture lecture ODI Data Scientist David Tarrant looks at how these platforms are competing and producing a confusing set of services and why simple to use open standards are going to be the key to winning in the home automation market.

“OK Google, tell Alexa to ask Siri to book me a place on this amazing sounding lecture!”

About the speaker
David joined the ODI from the University of Southampton where he was a Lecturer in the Web and Internet Science Group. He was responsible for creating the world's first undergraduate course in open data.

Since joining the ODI David has put in place key educational content that has helped transform governments and unlock over $15m for startups. Additionally David has applied his data science skills to build policy making tools for open data leaders, including the Open Data Barometer visualisation. This tool has been used to guide policy development and allow leaders to compare and contrast their open data initiatives with other similar initiatives globally.

As Learning Skills Lead, David is responsible for the direction and quality of the ODI's learning offering. Products include face to face training, eLearning and the ODI's Learning Records System (LRS). Underpinned by the skills framework, all of these products put together ensure that the ODI can offer high quality online and face to face training to as many people as possible.",15/12/2017,Video
Friday lunchtime lecture: Can't find the right code? Explain yourself!,ODI Fridays,"syntax,semantics,data,open data,ODI,Python,Scheme,data set",https://www.youtube.com/watch?v=SFCNRiB5jT4,"Data standards almost always have two fundamental components: syntax and semantics.

The syntax is established by a schema, which specifies how the data should be structured. Should it be saved as XML, JSON, CSV? Should dates be written YYYY-MM-DD? What order should the columns be in? These types of questions are essential and catered for in most well-established data standards.

Semantics are more abstract. Questions arise, like: what does this data tell me about the world? What does this number mean? What is the purpose of that transaction? Answering these is more variable and often less formal than the syntax. The most common and trusted technique is to create a codelist – a dictionary of terms which establishes the semantics for a given data point. They can be simple sets of terms – detailing transaction types which can be published in a standard – all the way to rich hierarchical taxonomies. They all associate a code with a meaning, to allow people to communicate with them.

This talk explores the changing role of codelists in a time when textual data analysis is advancing rapidly. The root question is this: is it still best to start giving meaning to your data by looking for a codelist and a code, or can we use description text itself, trusting modern data analysis to do the heavy lifting?

First, we'll consider and contextualise the use of codelists within standards like Open Contracting, IATI, and 360Giving. Then we'll look at how meaning can be established in text where no standard exists – online reviews for restaurants, for example – by applying machine learning (live demo alert!). Finally, we'll apply the same approach to description text found in established open data standards and compare our results.

Rory Scott is a member of the Open Data Services Cooperative, working with national governments, multilateral organisations, and civil society to better share, understand, and use open data about international development and humanitarian financing. He does this primarily by talking to people about their data, writing Python and R code, and wrangling spreadsheets.",1/12/2017,Video
Friday lunchtime lecture: Empty homes and house prices: is there a relationship?,ODI Fridays,"housing,open data,house prices,empty homes,vacant homes,local authority,council,dataset,freedom of information,FOI,transparency,big data,domestic property",https://www.youtube.com/watch?v=hbua6Ccyguo,"House prices are a popular topic of conversation in the UK.

Less popular is the rate the prices are increasing. The UK average house price has increased 30% since the 2008 crash, and London house prices have gone up 75%, according to the Land Registry House price index from September 2008 to September 2017. In London, price increases are often blamed on empty homes bought as investments by rich foreigners. Areas such as Cornwall and the Lake District blame price increases on holiday homes bought by rich Londoners. However, there is very little data supporting or against these beliefs.

Jonathan Bourne spent a year sending Freedom of Information requests to gather a dataset from over 100 local authorities. He was interested in data on 'low use properties', which are domestic properties that contain no full-time resident. The data covers 22 million people and 330,000 low-use properties. The data shows a clear relationship between price and low-use properties.

In this talk, Jonathan will discuss his findings, showing how London is affected in the same way as the rest of the country and that building more houses may not help solve the problem of high prices. He will also describe how he got the data and what he learned about the Freedom of Information Act.

Jonathan Bourne is a data scientist who previously worked in the energy industry and is currently studying for a PhD in Complex Networks at University College London. When he has the time, he blogs on SomeSquaredError.",24/11/2017,Video
Where is Open Banking now?,,"Open Banking,Open Data,FinTech,banking,finance,financial services,London,internet,Consumer Market Authority",https://www.youtube.com/watch?v=eqj4aWal2SY,"A study by the Consumer Market Authority showed that older and larger banks do not have to compete hard enough for customers’ business, and smaller and newer banks find it difficult to grow. This means that many people are paying more than they should for their banking activities and are not benefiting from new services.

As a result, Open Banking was set up in September 2016 to enable personal customers and small businesses to share their data securely with other banks and with third parties, allowing them to compare products on the basis of their own requirements and to manage their accounts without having to use their bank.

To deliver Open Banking, a new organisation was created - the Open Banking Implementation Entity – which is funded by the nine largest current account providers in the UK (Allied Irish Bank, Bank of Ireland, Barclays, Danske, HSBC, Lloyds Banking Group, Nationwide, RBS Group, Santander), as well as Challenger Banks, Fintechs, Third Parties, Consumer Groups and other parties to define and develop the required Application Programme Interfaces (APIs), security and data standards that underpin Open Banking.

Imran Gulamhuseinwala OBE, Implementation Trustee of the Open Banking Implementation Entity will talk about the challenges and the progress made to date on Open Banking.

About the speaker
Imran Gulamhuseinwala OBE was appointed as Trustee for the Open Banking Implementation Entity on 13 April 2017. In his role as Trustee, he has oversight and responsibility for Open Banking’s development and delivery of the common technical standards underpinning the Competition and Market Authority’s (CMA) open banking initiative.

He is seconded to Open Banking from Ernst & Young LLP (EY) where he is a London-based partner in its financial services practice. He is also EY’s Global Head of FinTech. He joined EY in 2014. At EY, he has worked closely with government, regulators and industry bodies to drive the FinTech agenda, leading studies for both UK Trade & Investment and HM Treasury to measure the size and growth of the FinTech sector in the UK and develop a strategy for future growth.

Prior to joining Open Banking, he has been involved with the Entity’s work through its stakeholder working groups and has been active in financial technology as both an investor and a start-up Founder.

He has worked in financial services for 18 years and spent eight years investing in the fintech sector. He is the co-founder of CommuterClub, a FinTech 50 start-up which helps commuters to access savings for annual travel season tickets.

He was awarded an OBE in the New Year’s Honours list for his contribution to the financial services Sector.

He has a Masters in Engineering from Cambridge University and is a CFA charter holder.",17/11/2017,Video
Friday Lunchtime Lecture: Leveraging data insights through storytelling,ODI Fridays,"data,open data,data journalism,lecture,london,friday,lunchtime,lunch,talk,live stream,big data,journalism,data visualisation,banking",https://www.youtube.com/watch?v=t2D1eS40w3E,"Corporations are often overwhelmed with the amount of information they create. IBM estimates that around 2.5 quintillion bytes of data are created every day. The rise of big and open data has exposed the struggle to communicate insights to an untrained audience.

With the growth of open data, the challenge has grown from being able to analyse data to being able to share it in engaging ways. Applying practical steps can help you to use data in storytelling while creating a clear and convincing argument.

About the speaker
Isabelle Marchand is a senior data journalist for Lloyds Banking Group (LBG). She has produced visualisations, infographics, interactive infographics and online tests for companies such as Dropbox, the Ford Motor Company and the World Bank. She has been a guest speaker at a number of events including Viz-Fest and the Open Data Summit. Isabelle has completed a Master’s Degree in International Journalism at Brunel University, as well as a Master’s Degree in Written Press at the French Ecole Superieure de Journalisme de Paris.",10/11/2017,Video
Friday lunchtime lecture: What's the future of open data?,ODI Fridays,"AI,Artificial Intelligence,technology,Sir Nigel Shadbolt,ODI,Open Data Institute,programming,computational neuroscience,web science,tranparency,government,london,lecture,lunch,science,computing,computer science",https://www.youtube.com/watch?v=1tjHLrBmnVw,"AI Expert Professor Sir Nigel Shadbolt will be asking whether the open data movement has succeeded and what the next steps should be to secure its foundation for our economies and societies

We have seen many achievements in open data, by governments and NGOs, large corporates and startups, collectives and individuals. This talk will reflect on and review some of these achievements and look to the future, asking questions like ‘How does open data relate to data that is closed or shared?’ and ‘Does open data help us empower individuals?’

About the speaker
Professor Sir Nigel Shadbolt is Chairman and Co-Founder of the Open Data Institute. He is also Professor of Artificial Intelligence and Head of the Web and Internet Science Group, Electronics and Computer Science, University of Southampton. With over 400 publications he has researched on topics ranging from cognitive psychology to computational neuroscience, Artificial Intelligence to the Semantic Web. He was one of the originators of the interdisciplinary field of Web Science and is a Director of the Web Science Trust which seeks to advance our understanding of the Web and promote the Web’s positive impact on society.

In 2009 the Prime Minister appointed him and Sir Tim Berners-Lee as Information Advisors to transform access to Public Sector Information. This work led to the highly acclaimed data.gov.uk site that now provides a portal to over 9,000 datasets.

In May 2010 he was asked by the UK Coalition Government to join the Public Sector Transparency Board – this oversees Open Data releases across the public sector. In April 2011 he became Chair of the UK Government’s midata programme – whose goal is to empower consumers by releasing their data back to them. In the November 2011 Autumn statement he was awarded £10M funding via the Technology Strategy Board to set up the Open Data Institute with Sir Tim Berners-Lee.",3/11/2017,Video
Friday lunchtime lecture: Data protection in developing countries,ODI Fridays,"web foundation,developing countries,data protection,open data,lecture,london,lunchtime,podcast,video,ODI,internet",https://www.youtube.com/watch?v=hfC_RhlJq-Y,"With technology becoming ever more widely used in our daily activities, our digital footprints are getting bigger. Our online activities are being captured – from shopping to socialising – and creating an unprecedented number of data points. More and more companies are creating and selling their products with customer demographics in mind.

Central to this issue the control and use of personal data - and how people's privacy and personal data are being protected. Yet legislative protections and practices are often weak, particularly in low- and middle-income countries, where much of the world's population is just getting online.

This discussion will present the challenges to developing and enforcing data protection legislation in such countries, drawing on recent research compiled by the Web Foundation.

About the speaker
Craig Fagan leads the [Web Foundation’s](https://webfoundation.org/ policy work across our digital equality and citizen participation programmes. He brings to the role a wealth of expertise in governance, transparency, development, and using technology for social change.",13/10/2017,Video
